"drug","ID","NES","pvalue","p.adjust","aging_anti","abs_NES","Organ","Rank1","Random_score","Rank2","Standard_NES","Standard_Random","WeightedRank","total_rank"
"Bisacodyl","Rising",1.11883893536917,0.177070063694268,0.217171717171717,"posi_aging",1.11883893536917,"Nerve",162,6.82113931891114e-05,18,0.00197947595978538,0.0515705578996718,0.0317341251237172,33
"Pazopanib","Rising",1.55354742555189,4.8410256093204e-05,9.6820512186408e-05,"posi_aging",1.55354742555189,"Nerve",17,2.39093219742309e-05,53,0.0548523206751055,0.0147281267415015,0.0307778043149431,34
"Biotin","Rising",1.5085419963831,9.40043608109966e-05,9.40043608109966e-05,"posi_aging",1.5085419963831,"Nerve",26,3.53294885368565e-05,31,0.0344044141512496,0.0281747652102899,0.0306666247866738,35
"Cyanocobalamin","Rising",1.26513118662446,0.0308641975308642,0.0617283950617284,"anti_aging",1.26513118662446,"Nerve",94,5.17496940667778e-05,21,0.00646377592243469,0.0436005625879044,0.0287458479217165,36
"Ranolazine","Declining",-1.13428948368937,0.114989733059548,0.229979466119097,"posi_aging",1.13428948368937,"Nerve",152,5.7706411314538e-05,20,0.00238729735731734,0.0459915611814346,0.0285498556517877,37
"Miconazole","Rising",1.38807789663218,0.00048084467974758,0.00048084467974758,"posi_aging",1.38807789663218,"Nerve",48,3.79152303696532e-05,25,0.0167018284106892,0.0359493670886076,0.0282503516174402,38
"Mianserin","Rising",1.5898897112302,5.15665226778142e-05,0.000103133045355628,"posi_aging",1.5898897112302,"Nerve",14,5.9960235885098e-06,171,0.0675105485232067,0.00165321884175981,0.0279961507143386,39
"Lamotrigine","Declining",1.24320659574562,0.018012555153434,0.0360251103068679,"anti_aging",1.24320659574562,"Nerve",107,4.23037249880189e-05,23,0.00516581884143696,0.0394423041643735,0.0257317100351989,40
"Tetracaine","Declining",1.12366176536547,0.104234527687296,0.208469055374593,"anti_aging",1.12366176536547,"Nerve",158,5.15261515542143e-05,22,0.00213640976339262,0.0414269275028769,0.0257107204070832,41
"Torasemide","Rising",1.25385059348419,0.0172899194161267,0.0345798388322534,"anti_aging",1.25385059348419,"Nerve",97,3.68744331679234e-05,27,0.00613336813258515,0.0329739021722144,0.0222376885563627,42
"Amrinone","Rising",-1.36025156032513,0.00541270175892646,0.0108254035178529,"anti_aging",1.36025156032513,"Nerve",60,3.45947250603213e-05,32,0.0125175808720113,0.027162447257384,0.0213045007032349,43
"Midostaurin","Rising",1.53882052454485,5.22840374809662e-05,0.000104568074961932,"posi_aging",1.53882052454485,"Nerve",19,8.37862449583919e-06,147,0.0486342438374417,0.00261201527024312,0.0210209066971225,44
"Lidocaine","Rising",1.22810489578558,0.0510204081632653,0.102040816326531,"anti_aging",1.22810489578558,"Nerve",110,3.56839139596526e-05,30,0.00490985807441504,0.0292545710267229,0.0195166858457998,45
"Propoxycaine","Rising",-1.17143470709067,0.0931297709923664,0.186259541984733,"anti_aging",1.17143470709067,"Nerve",140,3.65675213554116e-05,29,0.0029535864978903,0.0304088462098065,0.01942674232504,46
"Carbamazepine","Declining",0.899973967793854,0.775079197465681,0.922319474835886,"anti_aging",0.899973967793854,"Nerve",234,3.66822767234564e-05,28,7.2126654405136e-05,0.0316455696202532,0.019016192433914,47
"Oxandrolone","Declining",1.53379690422723,2.77428680603381e-06,5.54857361206763e-06,"anti_aging",1.53379690422723,"Nerve",20,4.89692569133015e-06,213,0.0459915611814346,0.000495235831302867,0.0186937659713556,48
"Triclosan","Rising",1.53014189097909,0.000294370885842986,0.000294370885842986,"posi_aging",1.53014189097909,"Nerve",21,5.14142144890746e-06,199,0.0436005625879044,0.000826919407162394,0.0179363766794592,49
"Benzthiazide","Rising",1.51110218409218,0.000152912489153273,0.000152912489153273,"posi_aging",1.51110218409218,"Nerve",24,1.12280419690256e-05,113,0.0376230661040788,0.00466748814458011,0.0178497193283796,50
"Floxuridine","Declining",-1.33850321272267,0.000764453602702431,0.00152890720540486,"posi_aging",1.33850321272267,"Nerve",64,3.04907221329577e-05,39,0.0114715189873418,0.0215298063399329,0.0175064913988965,51
"Gemcitabine","Declining",-1.28353203403605,0.00545839743306198,0.010916794866124,"posi_aging",1.28353203403605,"Nerve",82,3.16366758865205e-05,36,0.00802716887928373,0.0236755743084857,0.0174162121368049,52
"Estriol","Rising",1.51787836240319,0.000223369796714923,0.000446739593429847,"posi_aging",1.51787836240319,"Nerve",23,8.00317726058801e-06,155,0.0394423041643735,0.00225942561589765,0.017132577035288,53
"Regorafenib","Rising",1.46714015748777,0.00111593263744052,0.00223186527488105,"posi_aging",1.46714015748777,"Nerve",32,1.83603725217915e-05,70,0.027162447257384,0.010126582278481,0.0169409282700422,54
"Tivozanib","Declining",-1.31707439980066,0.00516083823175058,0.0103216764635012,"posi_aging",1.31707439980066,"Nerve",70,3.00790405255233e-05,42,0.010126582278481,0.019690576652602,0.0158649789029536,55
"Pemetrexed","Declining",-0.948984974430701,0.622004357298475,0.928008998875141,"anti_aging",0.948984974430701,"Nerve",225,3.25916739045164e-05,33,0.000243788091889358,0.0262114819076844,0.0158244043813664,56
"Levosimendan","Rising",-1.45035029292816,0.00143837327947043,0.00287674655894085,"anti_aging",1.45035029292816,"Nerve",35,1.73887800488973e-05,76,0.0244725738396624,0.00899400399733511,0.015185431934266,57
